plate,brand,model,teamName,technicianName,priority,status,category,description,symptoms,locationLabel,latitude,longitude,cost,reportedAt,assignedAt,startedAt,completedAt,dueDate
กท-7856,Ford,Ranger,ทีม E (ภาคอีสาน),ช่างเอก,low,completed,ตัวถัง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,นิคมอุตสาหกรรมบางปู,13.515637,100.642928,2489,2025-12-25T13:57:22.282Z,2025-12-25T15:16:03.944Z,2025-12-25T19:00:23.892Z,2025-12-27T18:42:01.625Z,2026-01-01T05:41:03.539Z
ขก-7575,Isuzu,D-Max,ทีม C (ภาคตะวันออก),ช่างวิชัย,normal,completed,เบรก,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,นิคมอุตสาหกรรมบางปู,13.553652,100.665200,1399,2026-05-04T06:48:40.874Z,2026-05-04T08:36:45.851Z,2026-05-04T12:28:30.971Z,2026-05-05T23:08:25.278Z,2026-05-08T19:00:42.457Z
ขก-1993,Nissan,Urvan,ทีม D (ภาคใต้),ช่างวิชัย,low,completed,เครื่องยนต์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,จุดพักรถ ปตท. อยุธยา,14.268823,100.619588,2699,2026-05-25T06:21:45.273Z,2026-05-25T09:42:17.507Z,2026-05-25T13:30:48.900Z,2026-05-26T01:53:48.581Z,2026-05-28T11:59:24.610Z
ขก-2228,Isuzu,MU-X,ทีม C (ภาคตะวันออก),ช่างมานะ,normal,completed,เครื่องยนต์,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,จุดพักรถ ปตท. อยุธยา,14.229802,100.632513,7390,2026-01-24T10:34:18.304Z,2026-01-24T11:57:14.874Z,2026-01-24T18:39:45.272Z,2026-01-25T17:54:56.808Z,2026-01-27T18:40:18.235Z
ชบ-6241,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างสุชาติ,normal,completed,ตัวถัง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.896948,99.248023,4948,2026-01-30T04:56:47.029Z,2026-01-30T06:02:29.932Z,2026-01-30T11:01:44.677Z,2026-01-31T15:24:02.880Z,2026-02-04T01:21:12.384Z
กท-5230,Nissan,Urvan,ทีม B (ภาคเหนือ),ช่างนพดล,low,completed,ตัวถัง,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,สี่แยกปฐมพร ชุมพร,10.496204,99.157811,6812,2026-04-30T02:32:35.708Z,2026-04-30T06:29:44.916Z,2026-04-30T11:39:14.867Z,2026-05-01T11:54:02.171Z,2026-05-04T15:47:11.184Z
สข-1177,Nissan,Navara,ทีม C (ภาคตะวันออก),ช่างเอก,normal,in_progress,ระบบไฟฟ้า,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,สนามบินสุวรรณภูมิ,13.708185,100.757738,0,2026-01-20T16:27:10.811Z,2026-01-20T17:31:09.834Z,2026-01-20T20:41:30.020Z,,2026-01-27T01:04:59.682Z
ชบ-4857,Mitsubishi,Pajero Sport,ทีม E (ภาคอีสาน),ช่างกิตติ,normal,completed,เครื่องยนต์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,นิคมอุตสาหกรรมบางปู,13.555296,100.646792,1653,2025-12-23T03:12:50.353Z,2025-12-23T04:52:28.554Z,2025-12-23T07:12:39.411Z,2025-12-23T22:54:03.161Z,2025-12-27T06:38:17.705Z
สข-3842,Toyota,Commuter,ทีม B (ภาคเหนือ),ช่างศักดิ์ชัย,normal,completed,ระบบไฟฟ้า,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,นิคมอุตสาหกรรมบางปู,13.518149,100.635806,2081,2026-03-30T08:55:38.604Z,2026-03-30T11:54:53.508Z,2026-03-30T17:39:12.956Z,2026-03-31T07:45:40.684Z,2026-04-03T19:06:59.954Z
ขก-4395,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างเอก,low,completed,ระบบไฟฟ้า,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมแหลมฉบัง,13.062019,100.893989,8368,2026-03-01T01:10:29.854Z,2026-03-01T02:41:48.110Z,2026-03-01T06:48:41.021Z,2026-03-02T22:37:18.087Z,2026-03-04T07:39:36.265Z
ชบ-9929,Nissan,Navara,ทีม C (ภาคตะวันออก),ช่างสุชาติ,normal,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมบางปู,13.530958,100.666734,3086,2026-01-27T01:47:41.673Z,2026-01-27T02:48:19.353Z,2026-01-27T07:09:13.098Z,2026-01-28T20:43:58.020Z,2026-01-30T18:33:58.607Z
สข-7886,Toyota,Fortuner,ทีม C (ภาคตะวันออก),ช่างมานะ,low,completed,ตัวถัง,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,นิคมอุตสาหกรรมแหลมฉบัง,13.066623,100.918097,8067,2026-02-13T13:30:44.852Z,2026-02-13T16:04:14.782Z,2026-02-13T18:37:47.477Z,2026-02-15T04:57:05.210Z,2026-02-20T10:23:02.169Z
ขก-6827,Toyota,Commuter,ทีม B (ภาคเหนือ),ช่างนพดล,normal,completed,ระบบไฟฟ้า,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,นิคมอุตสาหกรรมบางปู,13.555545,100.637298,2064,2026-01-27T21:11:51.754Z,2026-01-27T22:17:50.579Z,2026-01-28T01:39:56.186Z,2026-01-28T13:41:44.691Z,2026-02-01T13:37:43.920Z
ชบ-6688,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างมานะ,high,in_progress,ตัวถัง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.930817,99.261488,0,2026-03-11T09:00:50.585Z,2026-03-11T10:31:49.817Z,2026-03-11T15:17:40.766Z,,2026-03-15T05:00:56.913Z
สข-2674,Isuzu,D-Max,ทีม B (ภาคเหนือ),ช่างศักดิ์ชัย,normal,completed,เครื่องยนต์,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,นิคมอุตสาหกรรมบางปู,13.559885,100.637122,8671,2026-01-13T14:42:31.591Z,2026-01-13T18:24:45.237Z,2026-01-14T01:43:57.871Z,2026-01-14T23:20:34.364Z,2026-01-19T11:30:28.454Z
ชบ-7578,Nissan,Navara,ทีม C (ภาคตะวันออก),ช่างสุชาติ,high,completed,แอร์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,สี่แยกปฐมพร ชุมพร,10.493799,99.178204,8993,2026-01-11T19:57:37.117Z,2026-01-11T21:22:02.643Z,2026-01-12T05:19:24.694Z,2026-01-13T21:09:50.546Z,2026-01-14T21:29:24.853Z
สข-2285,Nissan,Navara,ทีม B (ภาคเหนือ),ช่างนพดล,normal,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,ถนนมิตรภาพ โคราช,14.961234,102.101950,3013,2026-05-01T10:43:23.866Z,2026-05-01T14:32:49.649Z,2026-05-01T19:00:48.322Z,2026-05-02T22:53:18.040Z,2026-05-05T14:25:10.070Z
ชบ-3501,Toyota,Commuter,ทีม D (ภาคใต้),ช่างศักดิ์ชัย,normal,waiting_parts,เครื่องยนต์,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,ตึกสำนักงานใหญ่ สุขุมวิท,13.719198,100.538889,0,2026-05-14T01:02:40.214Z,2026-05-14T02:25:26.297Z,2026-05-14T06:41:36.584Z,,2026-05-19T12:09:32.327Z
ชบ-5058,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างนพดล,normal,completed,ตัวถัง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,สี่แยกปฐมพร ชุมพร,10.495577,99.198302,6801,2026-01-19T21:16:56.504Z,2026-01-20T00:33:46.498Z,2026-01-20T06:36:58.655Z,2026-01-20T20:59:49.116Z,2026-01-24T18:59:59.041Z
ขก-3230,Toyota,Hilux Revo,ทีม A (กรุงเทพฯ),ช่างมานะ,low,completed,ช่วงล่าง,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,มอเตอร์เวย์ ขาออก กม. 45,13.496259,100.995591,7649,2026-01-27T19:47:00.017Z,2026-01-27T22:31:55.072Z,2026-01-28T02:46:49.482Z,2026-02-04T13:31:26.666Z,2026-02-03T19:12:15.642Z
กท-5184,Nissan,Urvan,ทีม A (กรุงเทพฯ),ช่างสมชาย,normal,completed,ช่วงล่าง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,จุดพักรถ ปตท. อยุธยา,14.258704,100.619368,8843,2026-04-28T08:37:40.282Z,2026-04-28T10:18:53.913Z,2026-04-28T14:26:10.679Z,2026-04-29T08:54:11.972Z,2026-05-03T21:41:27.693Z
นว-3714,Mitsubishi,Triton,ทีม A (กรุงเทพฯ),ช่างสุชาติ,low,completed,ระบบไฟฟ้า,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ลานจอดรถ บิ๊กซี พระราม 4,13.699828,100.566415,1130,2026-04-22T19:36:40.014Z,2026-04-22T20:56:58.035Z,2026-04-23T01:23:26.292Z,2026-04-23T20:15:39.191Z,2026-04-29T02:54:05.935Z
ชร-7686,Ford,Ranger,ทีม C (ภาคตะวันออก),ช่างวิชัย,high,completed,เบรก,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมบางปู,13.510214,100.624255,7281,2025-12-27T12:42:09.167Z,2025-12-27T15:02:54.331Z,2025-12-27T20:29:57.870Z,2025-12-29T16:32:37.765Z,2026-01-02T00:59:17.350Z
ชบ-6628,Toyota,Commuter,ทีม B (ภาคเหนือ),ช่างวิชัย,normal,completed,แอร์,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,สนามบินสุวรรณภูมิ,13.691223,100.744610,3637,2026-04-27T21:41:04.512Z,2026-04-27T23:35:19.657Z,2026-04-28T03:29:26.104Z,2026-04-29T05:15:31.552Z,2026-05-03T20:17:30.825Z
ชร-9092,Mitsubishi,Triton,ทีม B (ภาคเหนือ),ช่างนพดล,low,completed,แอร์,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,นิคมอุตสาหกรรมแหลมฉบัง,13.099309,100.919208,1996,2026-05-03T03:04:37.438Z,2026-05-03T06:40:12.324Z,2026-05-03T09:27:20.851Z,2026-05-04T20:48:48.196Z,2026-05-09T08:29:57.957Z
ขก-4018,Toyota,Commuter,ทีม D (ภาคใต้),ช่างกิตติ,normal,completed,ช่วงล่าง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,นิคมอุตสาหกรรมบางปู,13.523425,100.667768,2957,2026-05-19T06:08:32.654Z,2026-05-19T08:06:43.179Z,2026-05-19T12:15:44.877Z,2026-05-20T23:36:32.105Z,2026-05-24T09:35:53.960Z
นว-2985,Nissan,Navara,ทีม B (ภาคเหนือ),ช่างวิชัย,urgent,in_progress,ตัวถัง,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,นิคมอุตสาหกรรมบางปู,13.558882,100.651069,0,2026-01-09T12:51:57.854Z,2026-01-09T14:43:38.461Z,2026-01-09T19:06:14.377Z,,2026-01-15T05:00:49.814Z
ขก-7406,Toyota,Commuter,ทีม D (ภาคใต้),ช่างศักดิ์ชัย,urgent,completed,เบรก,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,จุดพักรถ ปตท. อยุธยา,14.239704,100.637384,5466,2025-12-16T14:23:22.948Z,2025-12-16T16:36:29.303Z,2025-12-16T21:16:10.773Z,2025-12-17T12:58:23.388Z,2025-12-20T11:55:30.515Z
ชร-2364,Mitsubishi,Pajero Sport,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,normal,completed,ระบบไฟฟ้า,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ลานจอดรถ บิ๊กซี พระราม 4,13.709790,100.578915,7759,2026-03-30T19:41:42.848Z,2026-03-30T23:36:15.037Z,2026-03-31T02:50:44.787Z,2026-04-01T07:05:50.554Z,2026-04-06T06:05:21.722Z
ชร-3334,Isuzu,Elf,ทีม B (ภาคเหนือ),ช่างสมชาย,low,completed,ระบบไฟฟ้า,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,ลานจอดรถ บิ๊กซี พระราม 4,13.705767,100.576294,5096,2026-04-03T18:54:41.419Z,2026-04-03T20:11:09.179Z,2026-04-04T03:19:35.121Z,2026-04-04T20:24:52.275Z,2026-04-08T20:23:05.244Z
กท-1539,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างสมชาย,urgent,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมบางปู,13.552217,100.654134,2947,2026-01-10T09:04:54.087Z,2026-01-10T10:59:55.376Z,2026-01-10T13:17:33.579Z,2026-01-11T12:20:32.086Z,2026-01-16T19:08:19.396Z
ชร-5654,Mitsubishi,Triton,ทีม A (กรุงเทพฯ),ช่างนพดล,normal,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมแหลมฉบัง,13.077859,100.906544,3655,2026-05-24T16:44:34.812Z,2026-05-24T18:15:24.114Z,2026-05-24T20:39:17.019Z,2026-05-26T14:38:27.383Z,2026-05-28T16:46:46.468Z
ขก-8130,Isuzu,Elf,ทีม E (ภาคอีสาน),ช่างนพดล,normal,completed,ช่วงล่าง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,จุดพักรถ ปตท. อยุธยา,14.224770,100.643887,6027,2026-04-21T03:15:17.375Z,2026-04-21T06:40:17.142Z,2026-04-21T11:10:43.104Z,2026-04-23T10:48:30.757Z,2026-04-26T04:17:43.468Z
